Ticker,EPS,P/E Ratio,PEG Ratio,P/B Ratio,ROE,P/B Ratio,Operating Margin,EBITDA,Industry
CRMT,3.01,12.694352,-10.59,0.51888263,-0.074829996,0.51888263,0.04956,30227000.0,Auto & Truck Dealerships
ADPT,-1.01,-5.257426,-0.18,3.241758,-0.67014,3.241758,-0.92876,-164098000.0,Biotechnology
ACRS,-0.64,-3.265625,-0.04,1.1140724,-0.37425998,1.1140724,-4.57484,-82149000.0,Diagnostics & Research
AQMS,-0.08,-1.7200001,-0.03,0.73191494,-1.29291,0.73191494,-888.76,-20828000.0,Waste Management
AMRC,1.81,17.86188,0.98,1.8521914,0.05553,1.8521914,0.04782,162219008.0,Engineering & Construction
ADAP,-0.38,-2.1047368,-1.86,2.1214852,-0.65044,2.1214852,0.53575003,-72880000.0,Biotechnology
ACU,1.65,24.036364,1.9,1.3899208,0.20312001,1.3899208,0.060749996,19721208.0,Household & Personal Products
AGR,2.42,14.706612,38.65,0.69705045,0.04822,0.69705045,0.1277,2566000128.0,Utilities - Regulated Electric
RYAM,0.32,25.312502,0.25,0.7067446,-0.10391,0.7067446,0.06643,179656000.0,Chemicals
PAHC,1.92,12.072917,1.84,3.6584597,0.00896,3.6584597,0.0857,94084000.0,Drug Manufacturers - Specialty & Generic
AXTI,0.09,23.444443,-0.95,0.46180785,-0.03703,0.46180785,-0.14405,-3156000.0,Semiconductor Equipment & Materials
ASTE,2.6,12.311539,1.6,1.1524338,-0.0035899999,1.1524338,0.06483,97400000.0,Farm & Heavy Construction Machinery
RKDA,-1.28,-2.9977345,-0.18,0.44679785,-0.54792,0.44679785,-1.54671,-13249000.0,Packaged Foods
FTAI,4.59,31.037037,-13.88,123.448875,0.23029,123.448875,0.34054002,429590016.0,Rental & Leasing Services
AXSM,-2.16,-41.129627,-0.08,41.282528,-1.61691,41.282528,-0.87059,-261380992.0,Biotechnology
AKZOY,1.66,13.246988,0.61,0.8206142,0.12883,0.8206142,0.099700004,1304000000.0,Specialty Chemicals
ELUXY,3.46,4.800578,1.22,0.49951887,-0.44059,0.49951887,0.021540001,810000000.0,"Furnishings, Fixtures & Appliances"
BAYRY,1.46,4.657534,1.01,0.18719375,-0.03451,0.18719375,0.091079995,10807000064.0,Drug Manufacturers - General
SKFRY,1.52,12.322369,0.87,0.1535485,0.103879996,0.1535485,0.10662,13322999808.0,Tools & Accessories
RWEOY,2.28,14.048245,-0.4,0.7381885,0.10524999,0.7381885,0.38467,8629999616.0,Utilities - Diversified
IFNNY,2.26,14.079646,2.82,2.5001965,0.12718001,2.5001965,0.14019,4402999808.0,Semiconductors
ASAZY,0.74,20.972973,2.01,0.17114188,0.15581,0.17114188,0.16663,28401999872.0,Security & Protection Services
ARKAY,10.08,8.703373,0.45,0.998998,0.04896,0.998998,0.101739995,1311000064.0,Specialty Chemicals
AIQUY,1.49,24.073824,2.63,0.8370085,0.12828,0.8370085,0.18258,7369800192.0,Specialty Chemicals
AGESY,8.33,6.3061223,0.33,1.2820637,0.15215999,1.2820637,0.11572,1180000000.0,Insurance - Diversified
ZURVY,2.17,13.617511,0.45,0.17671013,0.20692,0.17671013,0.14029999,18826999808.0,Insurance—Diversified
TUIFF,1.42,5.880282,2.55,10.096735,0.72203004,10.096735,0.024330001,1128999936.0,Travel Services
TMNSF,3.64,20.175825,3.24,9.637795,0.25812998,9.637795,0.18691,238430000.0,Software—Application
TELNY,0.69,17.94203,-0.48,0.22728106,0.14273,0.22728106,0.24923,25931999232.0,Telecom Services
OMVKY,1.23,8.398374,-1.73,0.22541788,0.07918,0.22541788,0.09995,6448000000.0,Oil & Gas Integrated
NVZMY,2.2,28.527271,30.8,1.5850486,0.04377,1.5850486,0.12202,667264832.0,Specialty Chemicals
NVZMF,1.95,31.51282,26.73,1.5519636,0.04377,1.5519636,0.12202,667264832.0,Specialty Chemicals
MURGY,1.01,10.108911,0.85,0.044446766,0.20419,0.044446766,0.1427,7463000064.0,Insurance—Reinsurance
HXGBY,0.47,19.914892,1.2,2.461862,0.1,2.461862,0.25726998,1716999936.0,Scientific & Technical Instruments
HENOY,1.56,13.794872,1.13,0.44049618,0.09002,0.44049618,0.14594,3923000064.0,Household & Personal Products
BAMXF,15.87,4.9464397,-0.53,0.54194736,0.12211,0.54194736,0.10557,22343999488.0,Auto Manufacturers
APELY,1.21,16.644627,0.24,0.01087695,-0.08718,0.01087695,0.03891,57312002048.0,Electronic Components
AMADY,3.26,22.242332,0.81,6.9607377,0.25917,6.9607377,0.28548,2175500032.0,Information Technology Services
ALPMY,0.45,25.911112,3.97,0.013643171,0.03455,0.013643171,0.108610004,340348993536.0,Drug Manufacturers—General
IBM,10.61,19.62771,5.31,7.8763237,0.26729,7.8763237,-0.040760003,11950999552.0,Information Technology Services
BP,4.07,7.1818175,-0.46,7.359013,0.0392,7.359013,0.07842,31693000704.0,Oil & Gas Integrated
BAX,3.16,11.351265,1.21,2.3938868,-0.02219,2.3938868,0.09575,2867000064.0,Medical Instruments & Supplies
BIDU,11.16,8.066308,64.94,0.12446921,0.08089,0.12446921,0.17518,37880500224.0,Internet Content & Information
BRK-A,29588.8,22.914076,-1.57,1.6193846,0.11817,1.6193846,0.41766,100090003456.0,Insurance—Diversified
BBY,6.86,13.250729,-13.15,6.290222,0.4241,6.290222,0.04048,2673999872.0,Specialty Retail
BIIB,16.67,10.425315,2.62,1.5478544,0.1047,1.5478544,0.2074,2884999936.0,Drug Manufacturers—General
BRK-B,20.16,22.42758,0.96,0.0010799242,0.11817,0.0010799242,0.41766,100090003456.0,Insurance—Diversified
BTU,2.71,9.771217,-0.42,1.03031,0.15771,1.03031,0.12325,912099968.0,Thermal Coal
MNST,1.91,27.382198,2.36,8.767812,0.24615,8.767812,0.27737,2149065984.0,Beverages—Non-Alcoholic
ZBH,8.55,12.546198,1.96,1.7302449,0.08713,1.7302449,0.17997,2557400064.0,Medical Devices
PBR,2.93,4.4744024,-0.66,0.45242777,0.21172,0.45242777,0.30754998,225348993024.0,Oil & Gas Integrated
BHP,4.42,12.656108,-2.67,6.329486,0.19664,6.329486,0.42673,27349000192.0,Other Industrial Metals & Mining
BEN,2.56,8.140625,2.23,0.8453332,0.07579,0.8453332,0.13326,1807100032.0,Asset Management
HRB,5.12,11.634766,1.14,91.78737,9.75009,91.78737,0.33015,927060992.0,Personal Services
TAP,5.83,9.433963,3.62,0.951047,0.0879,0.951047,0.18716,2558799872.0,Beverages—Brewers
CBRL,3.48,13.5,1.39,2.3698547,0.088599995,2.3698547,0.02484,184496992.0,Restaurants
BXP,1.88,42.106384,-0.75,2.1714442,0.058280002,2.1714442,0.29981002,2131543040.0,REIT—Office
BMRN,3.02,22.05298,1.44,2.3443274,0.06252,2.3443274,0.21306999,514088992.0,Biotechnology
BCE,2.16,14.86111,-15.96,1.8150975,0.10627,1.8150975,0.24047,8760999936.0,Telecom Services
SWK,5.55,16.825224,1.42,1.6247911,-0.02031,1.6247911,0.074990004,1663699968.0,Tools & Accessories
B,2.03,23.029556,3.22,1.8219727,-0.03013,1.8219727,0.119940005,347412992.0,Specialty Industrial Machinery
BWA,4.65,7.191397,0.63,1.1880062,0.15923999,1.1880062,0.08437,1882000000.0,Auto Parts
TOL,14.64,10.00683,1.34,1.9943098,0.21799,1.9943098,0.18561001,2126007040.0,Residential Construction
SAM,11.85,24.88945,1.26,3.307726,0.07525,3.307726,0.14606,246332000.0,Beverages—Brewers
BC,5.35,15.119626,1.16,2.628347,0.1415,2.628347,0.08686,811699968.0,Recreational Vehicles
BKE,3.75,11.248,1.48,4.5847826,0.45898998,4.5847826,0.1709,273232992.0,Apparel Retail
BGS,0.78,11.051282,-115.1,0.8919702,-0.14278,0.8919702,0.10466,298532000.0,Packaged Foods
PACB,-0.68,-3.5882354,1.71,1.3495575,-0.70571,1.3495575,-1.76736,-267694000.0,Medical Devices
SB,0.7,5.9857144,0.42,0.55401295,0.121520005,0.55401295,0.35457,169072000.0,Marine Shipping
BG,9.43,8.7614,-0.81,1.1382204,0.10922,1.1382204,0.03076,2486000128.0,Farm Products
PBYI,0.2,14.75,0.05,2.947053,0.22102,2.947053,-0.046279997,31100000.0,Biotechnology
EBS,2.99,3.050167,0.21,1.2489729,-0.87442,1.2489729,-0.62466,-79300000.0,Drug Manufacturers—Specialty & Generic
BLUE,-0.65,-0.7169231,-0.01,1.7069596,-1.86696,1.7069596,-5.48985,-302105984.0,Biotechnology
BCPC,4.88,35.135246,1.6,4.734633,0.110369995,4.734633,0.20219,215086000.0,Specialty Chemicals
SBGI,0.26,66.50001,0.79,3.3703704,-0.74454004,3.3703704,0.07961,22000000.0,Broadcasting
BRKR,2.98,19.895973,2.04,5.0169234,0.22863,5.0169234,0.10079,572000000.0,Medical Devices
BKD,-0.52,-12.019231,-0.99,3.6231883,-0.47064,3.6231883,0.02599,397764000.0,Medical Care Facilities
BIO,11.25,32.748447,2.0,1.3751532,-0.09792,1.3751532,0.10461,482904000.0,Medical Devices
SGMO,-0.23,-8.173913,0.19,16.491228,-1.94049,16.491228,-94.134834,-184992992.0,Biotechnology
LCUT,0.89,6.4157305,0.81,0.57560486,-0.0791,0.57560486,0.00824,53210000.0,"Furnishings, Fixtures & Appliances"
DNB,1.1,10.827272,2.96,1.5785288,-0.0091,1.5785288,0.11492,641400000.0,Financial Data & Stock Exchanges
BZUN,0.37,8.108108,160.97,0.04476276,-0.03798,0.04476276,-0.007850001,-26191000.0,Internet Retail
BIP,0.8,42.6375,6.23,3.2148917,0.0521,3.2148917,0.22791,7922999808.0,Utilities—Diversified
BHE,2.49,18.441767,0.88,1.5012914,0.05768,1.5012914,0.044499997,163011008.0,Electronic Components
NXST,15.15,11.688449,0.12,2.537508,0.15693,2.537508,0.19464001,1408000000.0,Broadcasting
BR,9.34,22.506424,2.1,11.314387,0.31667998,11.314387,0.2584,1556000000.0,Information Technology Services
BMI,4.9,41.220406,2.47,10.048256,0.21948,10.048256,0.19483,182028992.0,Scientific & Technical Instruments
BDC,7.6,15.163157,1.86,3.8063152,0.14667,3.8063152,0.12438,361974016.0,Communication Equipment
BCO,8.83,11.71461,0.95,14.265619,0.26268998,14.265619,0.09648,817000000.0,Security & Protection Services
VRA,0.42,12.0,2.9,0.59652025,0.0034,0.59652025,0.02592,12211000.0,Footwear & Accessories
PBH,4.74,15.622364,2.09,2.1831424,0.12979001,2.1831424,0.26969,360536992.0,Drug Manufacturers—Specialty & Generic
BZH,4.89,6.2924337,1.83,0.7796782,0.12943,0.7796782,0.04822,160520000.0,Residential Construction
BV,0.86,19.38372,1.42,1.2478479,0.03824,1.2478479,0.06619,264300000.0,Specialty Business Services
BRC,4.93,14.492901,3.3,3.187171,0.1917,3.187171,0.19282,273287008.0,Security & Protection Services
TECH,2.18,34.545868,3.44,5.5826535,0.07287,5.5826535,0.13879,294100000.0,Biotechnology
SPB,5.74,15.878049,1.09,1.2241774,0.06024,1.2241774,0.07506,224200000.0,Household & Personal Products
BTE,0.34,8.588236,0.77,0.5841168,-0.08053,0.5841168,0.28347,2248956928.0,Oil & Gas E&P
NBIX,6.72,18.186012,0.82,4.5487027,0.16348,4.5487027,0.29705998,628000000.0,Drug Manufacturers—Specialty & Generic
FIVE,4.88,19.657787,2.09,3.2821267,0.18456,3.2821267,0.05001,511555008.0,Specialty Retail
BKH,4.12,14.058252,4.31,1.2018342,0.08676,1.2018342,0.17536,756800000.0,Utilities—Regulated Gas
BFAM,4.17,32.02398,1.86,6.034615,0.08357,6.034615,0.10306,338760000.0,Personal Services
BDN,-0.02,-254.0,-5.07,0.79836553,-0.23642999,0.79836553,-16.442741,57317000.0,REIT—Office
SBLK,4.55,4.1846156,-0.32,0.8742367,0.11873999,0.8742367,0.3165,482251008.0,Marine Shipping
FIZZ,2.06,22.218447,0.88,13.753005,0.5047,13.753005,0.21099001,245519008.0,Beverages—Non-Alcoholic
BWXT,3.4,36.05294,4.46,11.22322,0.2916,11.22322,0.13191,412705984.0,Aerospace & Defense
BLKB,4.73,16.43129,1.87,7.1061535,0.07883,7.1061535,0.15576,237490000.0,Software—Application
BBSI,2.21,16.420815,2.38,1.3020703,0.26181,1.3020703,0.05167,60177000.0,Staffing & Employment Services
JBT,5.72,20.089163,1.23,2.308264,0.09749,2.308264,0.12891,266600000.0,Specialty Industrial Machinery
BURL,9.62,25.228691,1.45,14.28067,0.45173,14.28067,0.0446,961443968.0,Apparel Retail
BRO,4.05,25.720985,2.67,4.609088,0.18144,4.609088,0.28312,1528300032.0,Insurance Brokers
BCC,10.46,12.830785,-2.26,2.2733202,0.20441,2.2733202,0.08174,732492992.0,Building Materials
PLX,0.62,2.016129,2.34,3.2051284,-0.43485,3.2051284,-0.18011999,-13526000.0,Biotechnology
IBP,12.18,17.803776,1.32,8.882563,0.40755,8.882563,0.13598,487400000.0,Residential Construction
EBR,0.72,8.736111,3.93,0.12407535,0.03937,0.12407535,0.31401,12849275904.0,Utilities—Renewable
BVN,1.07,11.813084,0.72,0.95627177,0.11456,0.95627177,0.86928004,586411008.0,Other Precious Metals & Mining
BLMN,2.25,7.2222223,-3.32,4.8594494,0.11586001,4.8594494,0.055760004,490379008.0,Restaurants
SBS,1.12,13.598214,18.04,0.32738605,0.13429,0.32738605,0.32491,10538633216.0,Utilities—Regulated Water
NX,2.33,12.454936,0.91,1.605799,0.13277,1.605799,0.083620004,130531000.0,Building Products & Equipment
FARM,-0.38,-4.868421,-0.1,0.8636788,-0.09264,0.8636788,-0.065359995,-8735000.0,Packaged Foods
BTG,0.44,7.4772725,0.66,1.148342,-0.03469,1.148342,0.065749995,909905024.0,Gold
BLFS,-0.28,-85.96429,-4.25,3.452381,-0.18868,3.452381,-0.09867,-34331000.0,Medical Instruments & Supplies
BFS,1.36,28.492647,3.07,5.8499393,0.14006,5.8499393,0.47168,165644992.0,REIT—Retail
BF-B,1.91,22.82199,-14.82,5.945983,0.29046,5.945983,0.29863,1198000000.0,Beverages—Wineries & Distilleries
BERY,8.18,8.628362,1.45,2.399456,0.16395001,2.399456,0.10345,1972999936.0,Packaging & Containers
SBH,1.74,7.54023,0.26,2.3312013,0.27772,2.3312013,0.07742,387432992.0,Specialty Retail
MNRO,1.08,25.60185,2.08,1.2702715,0.0405,1.2702715,0.039890002,130826000.0,Auto Parts
GRBK,8.47,8.088548,4.8,2.069476,0.26507,2.069476,0.21736,439009984.0,Residential Construction
BRX,0.96,28.229168,14.63,2.8418624,0.114300005,2.8418624,0.36254,829779968.0,REIT—Retail
BLDR,12.05,14.275518,10.03,4.653591,0.32498002,4.653591,0.109840006,2561639936.0,Building Products & Equipment
XELB,0.1,7.9009995,-0.3,0.40331802,-0.35878,0.40331802,-0.59208,-8612000.0,Apparel Manufacturing
RBC,10.69,26.688494,2.91,3.0105734,0.08209,3.0105734,0.23997,478200000.0,Tools & Accessories
QSR,5.46,12.816851,1.1,7.2285924,0.3774,7.2285924,0.29423,2435000064.0,Restaurants
BRFS,0.23,19.173912,0.34,0.4642594,0.16506,0.4642594,0.11524,6024642048.0,Packaged Foods
BLBD,3.69,11.401084,0.23,9.908149,1.34711,9.908149,0.11936,155646000.0,Farm & Heavy Construction Machinery
BBW,3.87,9.83721,0.33,4.026441,0.42880002,4.026441,0.10159001,77113000.0,Specialty Retail
PLAY,3.72,10.365592,2.43,5.328175,0.37609002,5.328175,0.16549999,521200000.0,Entertainment
LBRDA,5.92,15.143581,0.32,1.3706903,0.088240005,1.3706903,0.08537,301000000.0,Telecom Services
BSET,0.77,19.142857,-0.82,0.7801419,-0.096099995,0.7801419,-0.0691,281000.0,"Furnishings, Fixtures & Appliances"
BOOT,6.59,19.039454,8.37,3.7673023,0.16415001,3.7673023,0.09389,262112992.0,Apparel Retail
BOOM,1.36,7.257353,0.72,0.47550222,0.03988,0.47550222,0.081070006,86857000.0,Conglomerates
BCOV,-0.05,-41.399998,-1.6,0.9791863,-0.09227,0.9791863,-0.10228,-251000.0,Software—Application
HEAR,1.52,10.203948,0.96,3.0579653,-0.02702,3.0579653,-0.01912,9548000.0,Consumer Electronics
BXC,6.3,17.442856,0.69,1.4119234,0.04618,1.4119234,0.03381,137790000.0,Industrial Distribution
BSM,1.44,10.326388,1.76,3.6428223,0.28813,3.6428223,0.62048,390321984.0,Oil & Gas E&P
RCKY,3.2,6.396875,0.79,0.6680373,0.059770003,0.6680373,0.087910004,50259000.0,Footwear & Accessories
HBIO,0.15,16.0,1.96,1.5564202,-0.14972,1.5564202,-0.07243,3608000.0,Medical Instruments & Supplies
BWEN,0.18,10.25,1.52,0.686895,0.13752,0.686895,-0.15281999,17506000.0,Specialty Industrial Machinery
MRNA,-8.48,-6.4422174,0.11,1.7911476,-0.40941003,1.7911476,-5.6556,-4107000064.0,Biotechnology
VIV,0.75,11.933333,1.15,0.21335939,0.07561,0.21335939,0.16097,16902397952.0,Telecom Services
NEWT,2.09,6.196172,2.31,1.316726,0.17126,1.316726,0.46729,144431008.0,Banks—Regional
MBUU,3.82,11.5,1.26,1.68702,-0.14325,1.68702,-0.0327,43237248.0,Recreational Vehicles
BPMC,-0.94,-96.48936,0.95,18.378925,-0.49655,18.378925,-0.38206002,-262128992.0,Biotechnology
BLD,22.65,15.617219,2.21,4.5615506,0.26857,4.5615506,0.17332001,1044908032.0,Engineering & Construction
BECN,8.17,11.424724,1.38,3.0447545,0.20464,3.0447545,0.09478,889900032.0,Industrial Distribution
BBGI,-3.0,-4.18,0.46,0.12809905,-0.34228,0.12809905,0.08894,18183416.0,Broadcasting
TBPH,0.06,138.0,-0.15,2.091437,-0.19268999,2.091437,-0.89463997,-39175000.0,Biotechnology
OLLI,3.7,25.12973,2.28,3.588576,0.13548,3.588576,0.10505,292379008.0,Discount Stores
BGSF,0.56,13.285714,6.19,0.9802371,0.0249,0.9802371,0.00156,17226000.0,Staffing & Employment Services
BGNE,-1.29,-158.30234,-0.13,6.4354596,-0.14619,6.4354596,-0.11533,-795990016.0,Biotechnology
BEP,-0.03,-840.3333,-2.74,1.5342016,0.0046,1.5342016,0.19838,2936999936.0,Utilities—Renewable
BASFY,2.71,4.527675,-0.51,0.3152621,0.01709,0.3152621,0.01411,5600000000.0,Chemicals
BAESY,4.05,16.155556,1.49,17.527458,0.17261,17.527458,0.10147,3011000064.0,Aerospace & Defense
RBGLY,0.49,26.265305,4.61,1.1147683,0.17909001,1.1147683,0.23413,3540000000.0,Household & Personal Products
PBR-A,3.06,3.9281049,-3.18,0.41481176,0.21172,0.41481176,0.30754998,225348993024.0,Oil & Gas Integrated
LEN-B,16.2,9.882098,1.85,1.5840771,0.15878001,1.5840771,0.13887,5534482944.0,Residential Construction
IMBBY,3.14,9.7070055,6845.91,5.970617,0.38999,5.970617,0.16351,3705999872.0,Tobacco
F,1.8,5.6777782,-1.47,0.916592,0.0799,0.916592,0.02678,9360000000.0,Auto Manufacturers
GE,5.24,32.767178,1.36,9.845748,0.22552,9.845748,0.18247999,8935000064.0,Aerospace & Defense
MSFT,15.04,27.285238,2.18,10.605794,0.35604,10.605794,0.46583998,136551997440.0,Software—Infrastructure
XOM,8.33,13.79952,4.26,2.228836,0.1469,2.228836,0.13351,70902996992.0,Oil & Gas Integrated
INTC,1.08,21.481482,5.28,1.0043725,-0.15597,1.0043725,-0.25858,6486000128.0,Semiconductors
VZ,4.73,8.744186,8.04,1.8075343,0.10431,1.8075343,0.24269,48734998528.0,Telecom Services
DIS,5.16,18.56783,1.27,1.7291415,0.0546,1.7291415,0.14913,16750999552.0,Entertainment
KO,2.97,21.88889,4.37,10.565578,0.3723,10.565578,0.30218,14828999680.0,Beverages—Non-Alcoholic
CSCO,3.9,14.230769,4.12,4.892454,0.22982,4.892454,0.20025998,15281999872.0,Communication Equipment
PG,7.42,22.250675,3.67,7.6167192,0.28766,7.6167192,0.27763999,24039999488.0,Household & Personal Products
GM,10.57,4.8211923,0.35,0.79024905,0.14167,0.79024905,0.07857,18371000320.0,Auto Manufacturers
CMCSA,4.39,9.922552,1.32,1.9472507,0.16884,1.9472507,0.18269,37285998592.0,Telecom Services
S,0.2,130.05,21.38,5.029975,-0.17473,5.029975,-0.39751998,-283212992.0,Software—Infrastructure
CAT,22.36,16.978086,3.71,9.476535,0.53475,9.476535,0.19744,16168999936.0,Farm & Heavy Construction Machinery
TGT,10.53,14.324786,1.91,4.82549,0.33968,4.82549,0.06644,9230999552.0,Discount Stores
CVX,11.58,13.218481,35.1,1.774231,0.11761,1.774231,0.11894,41003999232.0,Oil & Gas Integrated
CHK,4.49,18.14254,11.46,1.0310348,0.042179998,1.0310348,-0.50195,1964999936.0,Oil & Gas E&P
CMG,1.31,44.725193,2.43,22.109434,0.45673,22.109434,0.17483999,2233638912.0,Restaurants
ORCL,7.16,23.745811,2.31,43.561363,1.55578,43.561363,0.30517998,21802999808.0,Software—Infrastructure
MMM,7.91,16.083439,-4.51,14.924918,1.1329399,14.924918,0.21433,8117000192.0,Conglomerates
COP,8.19,13.167277,2.74,2.4882324,0.20376,2.4882324,0.24269,24441999360.0,Oil & Gas E&P
DE,22.31,17.948006,-1.34,4.750448,0.35481,4.750448,0.19016,14364000256.0,Farm & Heavy Construction Machinery
UNP,12.12,19.198845,2.0,8.515645,0.43396,8.515645,0.39862,12030000128.0,Railroads
CRM,11.13,26.479784,1.78,4.8989363,0.09734,4.8989363,0.20181999,9345000448.0,Software—Application
COST,19.68,44.57876,4.96,16.45738,0.30267,16.45738,0.03817,11521999872.0,Discount Stores
CVS,7.22,7.7299175,-8.85,0.935499,0.097279996,0.935499,0.03031,16099999744.0,Healthcare Plans
LMT,28.07,19.428215,4.72,17.875639,0.81037,17.875639,0.12687,10225999872.0,Aerospace & Defense
SO,4.31,20.542923,3.09,2.9134583,0.12713,2.9134583,0.34644002,13025000448.0,Utilities—Regulated Electric
HAL,3.42,8.093567,0.82,2.4441502,0.28903,2.4441502,0.17692,5160000000.0,Oil & Gas Equipment & Services
EMR,5.89,18.41426,1.53,2.9827843,0.06474,2.9827843,0.19155,4392999936.0,Specialty Industrial Machinery
ED,5.62,17.793594,3.35,1.6048273,0.08417,1.6048273,0.10155,5376000000.0,Utilities—Regulated Electric
X,2.74,14.09854,2.09,0.75103045,0.03452,0.75103045,0.00934,1264000000.0,Steel
DOW,3.13,15.645368,1.53,1.8722998,0.05863,1.8722998,0.04146,4851999744.0,Chemicals
NVDA,4.06,33.349754,0.81,57.17905,1.23767,57.17905,0.62057,61184000000.0,Semiconductors
FDX,22.75,12.0593405,0.98,2.4665108,0.1507,2.4665108,0.0764,10885000192.0,Integrated Freight & Logistics
CL,3.86,24.178757,2.92,175.43233,4.87923,175.43233,0.21000999,4894000128.0,Household & Personal Products
TM,22.75,7.5969234,0.47,0.065139696,0.15012999,0.065139696,0.110530004,7282626134016.0,Auto Manufacturers
MOS,2.46,10.930894,-0.55,0.73584545,0.02269,0.73584545,0.08283,1936600064.0,Agricultural Inputs
TRV,21.25,11.559529,0.79,2.013294,0.19059,2.013294,0.13928,6719000064.0,Insurance—Property & Casualty
KMB,7.62,17.665354,2.55,34.936413,2.30998,34.936413,0.15246001,3897999872.0,Household & Personal Products
GD,16.1,18.198135,1.53,3.5012307,0.16952999,3.5012307,0.10205,5402999808.0,Aerospace & Defense
EXC,2.63,14.505703,3.34,1.4399488,0.0933,1.4399488,0.19174999,7148000256.0,Utilities—Regulated Electric
DUK,6.35,17.744883,2.87,1.8219448,0.092130005,1.8219448,0.24317,14094999552.0,Utilities—Regulated Electric
UAL,12.17,6.611339,0.27,2.313465,0.27245,2.313465,0.10699,7482999808.0,Airlines
NOK,0.35,13.514286,2.06,1.2670774,0.04488,1.2670774,0.086689994,2870000128.0,Communication Equipment
KSS,2.0,9.05,-0.8,0.52456164,0.07508,0.52456164,0.04448,1416000000.0,Department Stores
MRO,2.38,11.457983,0.91,1.3603033,0.13327,1.3603033,0.29281,4281999872.0,Oil & Gas E&P
HPE,2.1,9.5523815,3.79,1.1797224,0.086660005,1.1797224,0.07808,4909000192.0,Communication Equipment
VLO,9.67,13.259565,-0.72,1.6074317,0.13797,1.6074317,0.01682,7816000000.0,Oil & Gas Refining & Marketing
DVN,5.22,7.3409963,1.26,1.9173421,0.29691,1.9173421,0.30517998,7464999936.0,Oil & Gas E&P
OXY,3.28,15.112805,-13.09,1.8887407,0.14427,1.8887407,0.23427,12232999936.0,Oil & Gas E&P
